image,xmin,ymin,xmax,ymax,label,score
converted_png/0122_07.png,2799,1941,3327,3082,1,4.989323139190674
converted_png/0123_00.png,192,191,343,441,1,6.918976306915283
converted_png/0123_00.png,244,2073,1824,2456,1,6.918976306915283
converted_png/0123_01.png,145,1177,727,2060,1,3.891898393630981
converted_png/0123_01.png,618,2085,1829,2456,1,3.891898393630981
converted_png/0123_04.png,476,3466,3033,4095,1,6.064640522003174
converted_png/0123_05.png,832,874,1256,1461,1,5.116110801696777
converted_png/0123_05.png,433,1909,1230,3221,1,5.116110801696777
converted_png/0123_05.png,1057,3434,3042,4095,1,5.116110801696777
converted_png/0123_06.png,1221,351,1995,1881,1,3.5336694717407227
converted_png/0124_00.png,173,1258,1204,2837,1,4.244602203369141
converted_png/0124_00.png,390,3498,3016,4095,1,4.244602203369141
converted_png/0124_01.png,1652,377,1788,646,1,4.1532158851623535
converted_png/0124_01.png,98,761,571,1721,1,4.1532158851623535
converted_png/0124_01.png,223,2066,1829,2456,1,4.1532158851623535
converted_png/0124_02.png,520,3402,3068,4095,1,3.4710946083068848
converted_png/0125_02.png,1482,778,3327,3296,1,5.517384052276611
converted_png/0125_03.png,982,467,1995,1989,1,3.4975647926330566
converted_png/0125_04.png,1646,885,3327,3392,1,3.53159236907959
converted_png/0125_07.png,852,479,1995,1868,1,4.82743501663208
converted_png/0126_00.png,1525,448,3327,3093,1,3.432408571243286
converted_png/0126_00.png,2886,2133,3327,2634,1,3.432408571243286
converted_png/0126_01.png,888,185,1995,1957,1,5.391039371490479
converted_png/0126_02.png,1421,298,3327,3061,1,5.231746673583984
converted_png/0126_03.png,914,441,1995,1874,1,3.853692531585693
converted_png/0127_00.png,355,448,493,1162,1,5.093841552734375
converted_png/0127_00.png,2114,640,3163,2186,1,5.093841552734375
converted_png/0127_00.png,1343,1450,1689,1898,1,5.093841552734375
converted_png/0127_00.png,260,3242,2756,4095,1,5.093841552734375
converted_png/0127_02.png,940,946,1393,1695,1,3.041713237762451
converted_png/0127_02.png,1663,953,1995,1631,1,3.041713237762451
converted_png/0127_02.png,93,1362,426,1900,1,3.041713237762451
converted_png/0127_02.png,1164,1868,1320,2201,1,3.041713237762451
converted_png/0127_02.png,135,1945,1117,2456,1,3.041713237762451
converted_png/0127_05.png,1320,332,1995,1292,1,5.84555721282959
converted_png/0127_05.png,800,825,1117,1273,1,5.84555721282959
converted_png/0127_05.png,181,1945,1632,2456,1,5.84555721282959
converted_png/0127_06.png,2383,682,3327,1834,1,5.738134384155273
converted_png/0127_06.png,260,757,520,1493,1,5.738134384155273
converted_png/0127_06.png,1369,1578,2322,2869,1,5.738134384155273
converted_png/0127_06.png,3094,2122,3327,2368,1,5.738134384155273
converted_png/0127_06.png,2851,2688,2972,2954,1,5.738134384155273
converted_png/0127_06.png,286,3050,1828,4095,1,5.738134384155273
converted_png/0128_00.png,696,422,1777,1977,1,4.402538299560547
converted_png/0128_00.png,1694,1081,1995,1273,1,4.402538299560547
converted_png/0128_00.png,1699,1407,1995,1586,1,4.402538299560547
converted_png/0128_00.png,1751,1791,1995,2303,1,4.402538299560547
converted_png/0128_01.png,738,435,1995,1868,1,4.440446853637695
converted_png/0128_02.png,1144,768,2990,3392,1,3.500025987625122
converted_png/0128_02.png,2877,2101,3327,2698,1,3.500025987625122
converted_png/0128_02.png,2816,3029,3327,3722,1,3.500025987625122
converted_png/0128_03.png,1282,469,3327,3040,1,4.086404323577881
converted_png/0128_03.png,2019,3072,2565,3338,1,4.086404323577881
converted_png/0129_00.png,556,499,1481,1983,1,6.200523853302002
converted_png/0129_00.png,129,1202,592,1977,1,6.200523853302002
converted_png/0129_01.png,190,522,2461,3424,1,3.6674609184265137
converted_png/0129_01.png,303,2826,572,3317,1,3.6674609184265137
converted_png/0129_02.png,395,499,1476,2034,1,4.119409561157227
converted_png/0129_03.png,606,682,2504,3360,1,5.504834175109863
converted_png/0129_03.png,355,2133,502,2410,1,5.504834175109863
converted_png/0129_03.png,364,3168,1031,3360,1,5.504834175109863
converted_png/0130_00.png,426,268,1205,1881,1,4.28104829788208
converted_png/0130_00.png,124,1446,405,1861,1,4.28104829788208
converted_png/0130_03.png,312,2645,528,2997,1,4.815018177032471
converted_png/0131_00.png,291,479,1497,1983,1,5.389323711395264
converted_png/0131_00.png,135,1414,550,1810,1,5.389323711395264
converted_png/0131_03.png,372,992,2513,3349,1,6.2177276611328125
converted_png/0131_03.png,355,2474,849,3018,1,6.2177276611328125
converted_png/0132_02.png,1438,384,3111,3114,1,3.661810398101807
converted_png/0132_02.png,2582,2453,3327,3178,1,3.661810398101807
converted_png/0132_03.png,1543,1593,1995,1932,1,3.0228567123413086
converted_png/0132_05.png,1577,416,3327,2997,1,3.2391202449798584
converted_png/0132_07.png,1621,134,1995,902,1,4.236831188201904
converted_png/0132_07.png,966,435,1995,1791,1,4.236831188201904
converted_png/0133_00.png,1828,426,3327,2773,1,3.198184013366699
converted_png/0133_00.png,2816,2581,3327,3466,1,3.198184013366699
converted_png/0133_01.png,1629,640,3327,3488,1,5.178464412689209
converted_png/0134_00.png,1013,537,1995,1836,1,3.7014589309692383
converted_png/0134_01.png,1750,810,3327,3136,1,3.701982498168945
converted_png/0135_02.png,1330,339,1995,2181,1,3.826290845870972
converted_png/0135_04.png,147,1984,901,3093,1,3.930081844329834
converted_png/0135_05.png,1148,428,1995,1925,1,6.806928634643555
converted_png/0135_06.png,2270,821,3327,4095,1,3.132877349853516
converted_png/0135_07.png,164,768,1949,3210,1,5.3841872215271
converted_png/0136_01.png,524,518,1647,2041,1,4.810079097747803
converted_png/0136_01.png,161,1471,576,1842,1,4.810079097747803
converted_png/0136_03.png,774,537,1502,2073,1,4.33466386795044
converted_png/0137_00.png,1663,409,1829,614,1,3.448358058929444
converted_png/0137_00.png,961,582,1995,2060,1,3.448358058929444
converted_png/0137_01.png,1594,1056,3327,3210,1,3.862168312072754
converted_png/0137_02.png,1897,618,3327,2816,1,3.8197853565216064
converted_png/0137_04.png,251,576,1993,2922,1,4.823276042938232
converted_png/0137_04.png,355,3498,502,3669,1,4.823276042938232
converted_png/0137_07.png,1164,383,1995,1746,1,4.23247766494751
converted_png/0138_00.png,961,435,1995,1951,1,6.108799934387207
converted_png/0138_00.png,1730,1631,1995,1957,1,6.108799934387207
converted_png/0138_01.png,1586,618,3327,3189,1,7.225016117095947
converted_png/0138_01.png,2816,2624,3327,3221,1,7.225016117095947
converted_png/0138_02.png,1029,281,1995,1836,1,3.695235252380371
converted_png/0138_03.png,1664,448,3327,2858,1,4.190160274505615
converted_png/0138_03.png,2738,2112,3327,2880,1,4.190160274505615
converted_png/0139_02.png,1386,362,2608,2165,1,4.381330490112305
converted_png/0139_02.png,2565,1824,3327,3370,1,4.381330490112305
converted_png/0139_02.png,1196,2282,2062,3520,1,4.381330490112305
converted_png/0139_04.png,670,243,1658,2060,1,3.8534903526306152
converted_png/0139_04.png,1658,1842,1995,2456,1,3.8534903526306152
converted_png/0140_00.png,213,479,1148,2053,1,3.8885416984558105
converted_png/0140_01.png,155,358,1335,1836,1,5.317816257476807
converted_png/0140_01.png,176,1030,654,1420,1,5.317816257476807
converted_png/0140_02.png,329,608,2236,3125,1,4.829288959503174
converted_png/0140_03.png,182,821,1889,3338,1,4.012496948242188
converted_png/0141_00.png,1871,618,3327,3008,1,3.1548173427581787
converted_png/0141_01.png,998,332,1995,1842,1,3.5720763206481934
converted_png/0141_02.png,1268,185,1995,1932,1,3.361436128616333
converted_png/0141_04.png,1715,682,3327,2965,1,4.754687309265137
converted_png/0141_05.png,1008,441,1995,1785,1,3.6346282958984375
converted_png/0142_00.png,1096,518,1995,1881,1,3.686925649642944
converted_png/0142_00.png,1647,2073,1995,2456,1,3.686925649642944
converted_png/0142_01.png,572,576,2027,3178,1,4.059243679046631
converted_png/0142_01.png,346,3840,485,4095,1,4.059243679046631
converted_png/0142_02.png,1273,262,1995,1733,1,3.7921979427337646
converted_png/0142_02.png,1652,2053,1995,2456,1,3.7921979427337646
converted_png/0142_04.png,2158,394,3327,3114,1,3.7864720821380615
converted_png/0142_04.png,2738,3413,3327,4095,1,3.7864720821380615
converted_png/0142_05.png,1828,565,3327,4095,1,4.217951774597168
converted_png/0142_06.png,233,268,1190,1849,1,4.174877166748047
converted_png/0143_00.png,1767,522,3327,3221,1,3.5710837841033936
converted_png/0143_02.png,1018,460,1995,1881,1,3.895003318786621
converted_png/0143_03.png,795,339,1995,1906,1,4.48297929763794
converted_png/0144_00.png,509,435,1278,2066,1,3.028278350830078
converted_png/0144_01.png,176,409,1185,2060,1,4.662245273590088
converted_png/0144_03.png,294,629,2140,3210,1,4.596047878265381
converted_png/0145_00.png,580,661,1958,3402,1,4.312779903411865
converted_png/0145_03.png,296,390,1164,2034,1,4.609891414642334
converted_png/0146_03.png,1230,3530,2088,4095,1,6.0049896240234375
converted_png/0146_03.png,2539,3893,2894,4095,1,6.0049896240234375
converted_png/0146_05.png,1814,1612,1995,1874,1,3.1174004077911377
converted_png/0146_05.png,1013,1638,1372,2079,1,3.1174004077911377
converted_png/0146_06.png,806,1845,2340,3701,1,4.962307453155518
converted_png/0146_06.png,2236,3477,2955,4095,1,4.962307453155518
converted_png/0147_01.png,320,3285,485,3658,1,4.386420249938965
converted_png/0148_00.png,1404,384,3327,3008,1,3.506540536880493
converted_png/0148_01.png,140,1177,535,1657,1,3.864378929138184
converted_png/0148_03.png,1178,714,3085,2986,1,5.3069844245910645
converted_png/0148_03.png,2773,2400,3327,3680,1,5.3069844245910645
converted_png/0148_04.png,239,678,1304,1797,1,5.518320083618164
converted_png/0148_05.png,712,505,1892,1829,1,6.1061882972717285
converted_png/0148_05.png,1595,1215,1995,2124,1,6.1061882972717285
converted_png/0148_07.png,842,262,1995,1785,1,4.0776848793029785
converted_png/0148_07.png,1429,1196,1995,1644,1,4.0776848793029785
converted_png/0149_00.png,218,364,1522,1996,1,4.73127031326294
converted_png/0149_01.png,1013,1024,2305,3466,1,3.1361632347106934
converted_png/0149_02.png,1421,1194,2504,3082,1,5.499910831451416
converted_png/0149_03.png,259,390,1522,2034,1,4.3806562423706055
converted_png/0149_05.png,1404,1034,2548,3114,1,5.48119592666626
converted_png/0150_00.png,286,725,1967,3210,1,4.6660661697387695
converted_png/0150_00.png,364,2688,918,3264,1,4.6660661697387695
converted_png/0150_01.png,1802,512,3327,2901,1,3.153691291809082
converted_png/0150_01.png,2634,3349,3327,4095,1,3.153691291809082
converted_png/0150_03.png,1086,313,1995,1938,1,3.5378012657165527
converted_png/0150_03.png,1621,2162,1995,2456,1,3.5378012657165527
converted_png/0150_06.png,202,371,1190,1874,1,4.225834846496582
converted_png/0151_00.png,320,3050,624,3584,1,3.2248146533966064
converted_png/0151_01.png,710,405,2184,3264,1,5.423464298248291
converted_png/0151_01.png,372,2421,866,2965,1,5.423464298248291
converted_png/0151_02.png,140,307,1221,1689,1,3.805126190185547
converted_png/0151_02.png,98,946,400,1663,1,3.805126190185547
converted_png/0151_03.png,119,332,1320,1938,1,4.533300876617432
converted_png/0151_03.png,197,1465,374,1618,1,4.533300876617432
converted_png/0152_00.png,218,377,1814,1887,1,4.681341648101807
converted_png/0152_00.png,1658,1081,1995,1599,1,4.681341648101807
converted_png/0152_00.png,1689,1823,1995,2297,1,4.681341648101807
converted_png/0152_02.png,2799,746,3327,1514,1,3.0135064125061035
converted_png/0152_02.png,1993,1056,2270,1440,1,3.0135064125061035
converted_png/0152_02.png,667,1237,1516,3338,1,3.0135064125061035
converted_png/0152_02.png,2036,1674,3327,3466,1,3.0135064125061035
converted_png/0152_03.png,1585,403,1995,998,1,4.69344425201416
converted_png/0152_03.png,421,524,914,2053,1,4.69344425201416
converted_png/0152_03.png,1185,588,1419,998,1,4.69344425201416
converted_png/0152_03.png,1580,1279,1995,1925,1,4.69344425201416
converted_png/0153_00.png,1889,480,3327,3285,1,3.276166677474976
converted_png/0153_01.png,320,458,2227,2410,1,3.8988990783691406
converted_png/0153_02.png,1213,693,2738,3242,1,3.219233512878418
converted_png/0153_02.png,2556,1792,3094,2314,1,3.219233512878418
converted_png/0153_02.png,2990,2784,3327,3744,1,3.219233512878418
converted_png/0153_03.png,303,416,2513,3178,1,4.451601505279541
converted_png/0154_00.png,1655,608,3327,3306,1,4.175889492034912
converted_png/0154_01.png,1967,661,3327,3136,1,3.671512126922608
converted_png/0154_02.png,1164,415,1995,1855,1,4.160652160644531
converted_png/0154_03.png,972,371,1808,2053,1,4.774789810180664
converted_png/0154_03.png,1746,1606,1995,1925,1,4.774789810180664
converted_png/0155_00.png,1949,608,3327,3114,1,5.256508827209473
converted_png/0155_01.png,977,351,1995,1804,1,4.970980167388916
converted_png/0155_02.png,1594,576,3327,2869,1,5.473452568054199
converted_png/0155_03.png,1164,390,1995,1836,1,4.818932056427002
converted_png/0156_02.png,1196,906,2565,3306,1,3.61408257484436
converted_png/0156_03.png,550,390,1502,2098,1,3.893222093582153
converted_png/0157_01.png,1413,243,1995,774,1,4.052473068237305
converted_png/0157_01.png,790,479,1356,1797,1,4.052473068237305
converted_png/0157_01.png,1673,1183,1995,2188,1,4.052473068237305
converted_png/0157_03.png,2591,501,3327,3680,1,3.608473777770996
converted_png/0157_03.png,1421,896,2314,3082,1,3.608473777770996
converted_png/0157_04.png,840,661,1932,3210,1,3.64067268371582
converted_png/0157_04.png,2409,906,3327,2442,1,3.64067268371582
converted_png/0157_05.png,613,454,1829,1951,1,5.688028335571289
converted_png/0157_05.png,1772,1874,1995,2117,1,5.688028335571289
converted_png/0158_00.png,166,1836,369,2053,1,5.699963092803955
converted_png/0159_00.png,1430,704,3327,2922,1,4.630658149719238
converted_png/0159_01.png,1880,405,3327,3477,1,3.6191751956939697
converted_png/0160_00.png,93,409,1060,2015,1,4.791745662689209
converted_png/0160_01.png,199,330,1750,2709,1,4.625971794128418
converted_png/0160_02.png,1612,576,3327,2890,1,5.858673095703125
converted_png/0160_02.png,3059,2730,3327,3168,1,5.858673095703125
converted_png/0160_03.png,1127,179,1995,1874,1,4.723184108734131
converted_png/0160_03.png,1814,1132,1995,1842,1,4.723184108734131
converted_png/0160_03.png,1647,2226,1995,2456,1,4.723184108734131
converted_png/0160_04.png,233,501,1967,3040,1,5.176058292388916
converted_png/0160_05.png,987,351,1995,1906,1,5.758550643920898
converted_png/0160_05.png,1871,1202,1995,1388,1,5.758550643920898
converted_png/0160_05.png,1777,1631,1995,2456,1,5.758550643920898
converted_png/0160_06.png,327,211,514,620,1,3.9236671924591056
converted_png/0160_06.png,140,563,1174,1874,1,3.9236671924591056
converted_png/0160_07.png,1880,277,3327,3136,1,4.294929504394531
converted_png/0160_07.png,2972,2058,3327,3082,1,4.294929504394531
converted_png/0161_00.png,1782,140,1995,639,1,6.40164852142334
converted_png/0161_00.png,784,262,1595,1810,1,6.40164852142334
converted_png/0161_00.png,1658,1068,1995,1516,1,6.40164852142334
converted_png/0161_01.png,1369,309,3327,3029,1,5.331328392028809
converted_png/0161_01.png,2842,1984,3327,2720,1,5.331328392028809
converted_png/0161_02.png,875,661,2158,2613,1,5.24962043762207
converted_png/0161_02.png,2496,1258,3327,2858,1,5.24962043762207
converted_png/0161_03.png,613,409,1294,1676,1,7.105652809143066
converted_png/0161_03.png,1471,755,1995,1836,1,7.105652809143066
converted_png/0162_01.png,176,492,1107,1874,1,3.2351646423339844
converted_png/0162_02.png,554,640,1975,3488,1,4.471920013427734
converted_png/0162_04.png,239,377,1174,2079,1,4.616430282592773
converted_png/0162_05.png,1143,371,1995,2021,1,4.141210556030273
converted_png/0162_06.png,1889,586,3327,3093,1,5.0738911628723145
converted_png/0163_01.png,1689,608,3327,2986,1,4.055407524108887
converted_png/0163_02.png,441,586,1949,3125,1,3.861098527908325
converted_png/0163_03.png,1159,371,1995,1842,1,3.387478828430176
converted_png/0163_04.png,140,2028,400,2258,1,3.323383092880249
converted_png/0163_05.png,1941,586,3327,3253,1,3.26908540725708
converted_png/0163_06.png,992,351,1845,1868,1,3.924011468887329
converted_png/0164_00.png,242,3552,589,4095,1,5.997802257537842
converted_png/0164_02.png,1143,313,1995,2053,1,3.441448450088501
converted_png/0164_04.png,1932,426,3327,3274,1,3.81096124649048
converted_png/0164_05.png,2106,533,3327,3146,1,3.259098052978516
converted_png/0164_06.png,1278,345,1995,1887,1,3.625014543533325
converted_png/0165_00.png,1386,1120,3033,3381,1,5.009078025817871
converted_png/0165_00.png,2712,3018,3327,3786,1,5.009078025817871
converted_png/0165_01.png,407,373,2218,3210,1,4.977091312408447
converted_png/0165_01.png,364,2837,658,3274,1,4.977091312408447
converted_png/0165_04.png,831,275,1855,2034,1,4.234007835388184
converted_png/0165_05.png,1612,746,3327,3146,1,3.284390687942505
converted_png/0165_05.png,2660,2880,3327,3424,1,3.284390687942505
converted_png/0165_06.png,956,479,1995,1989,1,3.5353589057922363
converted_png/0165_06.png,1710,1759,1995,2028,1,3.5353589057922363
converted_png/0165_07.png,218,127,1335,1964,1,4.443405628204346
converted_png/0166_00.png,1126,192,1369,618,1,6.507135391235352
converted_png/0166_00.png,147,1269,1923,2826,1,6.507135391235352
converted_png/0166_03.png,119,275,1200,1676,1,4.4567389488220215
converted_png/0167_00.png,1993,725,3327,3360,1,3.3463704586029053
converted_png/0167_00.png,3172,3424,3327,3605,1,3.3463704586029053
converted_png/0167_01.png,1334,608,3327,2666,1,3.962100982666016
converted_png/0167_01.png,2929,1941,3327,3061,1,3.962100982666016
converted_png/0167_02.png,821,345,1834,1657,1,3.902414798736572
converted_png/0167_02.png,1777,1151,1995,1855,1,3.902414798736572
converted_png/0167_03.png,1169,441,1995,1957,1,3.5269482135772705
converted_png/0168_02.png,1039,243,1995,1695,1,4.738173484802246
converted_png/0168_02.png,1866,2002,1995,2213,1,4.738173484802246
converted_png/0168_04.png,1880,576,3327,3018,1,4.766918659210205
converted_png/0168_05.png,1880,874,3327,3530,1,3.665745973587036
converted_png/0168_06.png,1195,236,1995,1913,1,3.829399108886719
converted_png/0168_07.png,303,3456,580,3882,1,3.998732089996338
converted_png/0169_00.png,1664,640,3327,3178,1,5.761210918426514
converted_png/0169_01.png,88,1375,301,1599,1,4.425241947174072
converted_png/0169_04.png,187,390,1164,1759,1,3.86915135383606
converted_png/0169_06.png,1008,358,1995,1925,1,5.634975910186768
converted_png/0169_06.png,1762,940,1995,1669,1,5.634975910186768
converted_png/0170_00.png,987,383,1995,2047,1,3.889759540557861
converted_png/0170_01.png,1612,917,3327,3424,1,4.614916324615479
converted_png/0170_03.png,987,454,1995,2002,1,3.521045923233032
converted_png/0171_01.png,1543,217,1814,697,1,5.355090618133545
converted_png/0171_01.png,311,1151,883,1925,1,5.355090618133545
converted_png/0171_01.png,550,1964,1881,2456,1,5.355090618133545
converted_png/0171_02.png,961,575,1995,2245,1,3.599659919738769
converted_png/0171_03.png,1560,597,2790,3349,1,4.346370697021484
converted_png/0171_03.png,2712,2645,3327,3488,1,4.346370697021484
converted_png/0171_04.png,441,1205,1239,2698,1,5.219659328460693
converted_png/0171_04.png,771,3370,3085,4095,1,5.219659328460693
converted_png/0171_06.png,2340,309,2998,1162,1,3.277616262435913
converted_png/0171_06.png,528,1909,1473,3210,1,3.277616262435913
converted_png/0171_06.png,944,3125,3154,4095,1,3.277616262435913
converted_png/0171_07.png,1616,262,1824,735,1,5.818859577178955
converted_png/0171_07.png,265,723,836,1657,1,5.818859577178955
converted_png/0171_07.png,452,2009,1860,2456,1,5.818859577178955
converted_png/0172_00.png,1724,768,3327,3360,1,3.437453269958496
converted_png/0172_01.png,805,287,1808,1593,1,3.916213035583496
converted_png/0172_01.png,1621,1388,1995,1810,1,3.916213035583496
converted_png/0172_02.png,1326,597,3327,3242,1,4.1953535079956055
converted_png/0172_03.png,992,435,1995,1932,1,3.7536826133728014
converted_png/0173_00.png,83,287,1159,1925,1,4.322587013244629
converted_png/0173_00.png,145,1465,358,1721,1,4.322587013244629
converted_png/0173_03.png,181,358,1289,1919,1,3.426131010055542
converted_png/0174_02.png,1715,864,3327,3157,1,4.811139106750488
converted_png/0174_02.png,2686,3648,3137,4095,1,4.811139106750488
converted_png/0174_03.png,1210,339,1889,2073,1,3.1824193000793457
converted_png/0174_04.png,1653,242,2559,3137,1,3.189380645751953
converted_png/0174_04.png,1100,875,1246,1066,1,3.189380645751953
converted_png/0174_05.png,1247,511,1995,1900,1,4.325599193572998
converted_png/0174_05.png,1626,2213,1866,2456,1,4.325599193572998
converted_png/0174_07.png,772,185,959,428,1,4.2659993171691895
converted_png/0175_00.png,145,1420,395,1682,1,3.91864824295044
converted_png/0175_03.png,459,437,2210,3242,1,3.8482182025909424
converted_png/0175_03.png,398,2400,771,2677,1,3.8482182025909424
converted_png/0176_00.png,1226,332,1995,2284,1,3.2587485313415527
converted_png/0176_02.png,1044,345,1995,1893,1,4.006360530853272
converted_png/0176_06.png,2149,554,3327,3861,1,3.0443365573883057
converted_png/0176_07.png,242,522,1074,1898,1,4.98696231842041
converted_png/0176_07.png,1040,1888,1993,3018,1,4.98696231842041
converted_png/0176_07.png,1196,3573,2955,4095,1,4.98696231842041
converted_png/0177_05.png,157,172,329,710,1,3.089319229125977
converted_png/0177_05.png,1383,953,1889,1855,1,3.089319229125977
converted_png/0177_05.png,147,1970,1673,2456,1,3.089319229125977
converted_png/0177_07.png,260,216,446,745,1,3.169480085372925
converted_png/0177_07.png,2320,684,2559,1083,1,3.169480085372925
converted_png/0177_07.png,2026,1317,2559,2608,1,3.169480085372925
converted_png/0177_07.png,206,2669,2226,3327,1,3.169480085372925
converted_png/0178_03.png,1122,345,1995,1881,1,5.973477363586426
converted_png/0178_03.png,836,415,992,607,1,5.973477363586426
converted_png/0178_04.png,1707,608,3327,3114,1,6.3682146072387695
converted_png/0179_02.png,852,473,1995,1964,1,4.261643409729004
converted_png/0179_02.png,1689,1727,1995,2079,1,4.261643409729004
converted_png/0179_03.png,1430,672,3327,3274,1,3.284057855606079
converted_png/0179_03.png,3094,3136,3327,3413,1,3.284057855606079
converted_png/0180_01.png,83,179,1070,1861,1,4.201501846313477
converted_png/0180_03.png,476,608,2218,3104,1,4.384525299072266
converted_png/0180_03.png,303,1824,589,2400,1,4.384525299072266
converted_png/0181_01.png,156,1034,2288,3136,1,5.243470668792725
converted_png/0181_03.png,109,243,680,1772,1,4.001758098602295
converted_png/0181_03.png,826,550,1372,2009,1,4.001758098602295
converted_png/0182_02.png,1638,384,3327,3328,1,6.023724555969238
converted_png/0182_04.png,946,550,1995,2265,1,3.880965232849121
converted_png/0182_05.png,1190,198,1995,1996,1,4.236212730407715
converted_png/0182_06.png,2132,437,3327,3914,1,3.5518720149993896
converted_png/0183_00.png,1803,1350,1995,1772,1,5.656231880187988
converted_png/0183_01.png,684,2613,1560,3381,1,3.303999900817871
converted_png/0183_02.png,2972,2229,3327,2805,1,5.946974277496338
converted_png/0183_04.png,1169,364,1995,1900,1,3.2224512100219727
converted_png/0183_06.png,1932,629,3327,3136,1,3.305088520050049
converted_png/0183_07.png,119,383,1372,1925,1,3.2303671836853027
converted_png/0184_00.png,424,661,2305,2784,1,5.426077842712402
converted_png/0184_00.png,233,2378,832,3200,1,5.426077842712402
converted_png/0184_01.png,155,505,1159,1849,1,4.943155765533447
converted_png/0184_02.png,268,736,1941,3018,1,4.703566551208496
converted_png/0184_03.png,337,550,1382,1689,1,4.225405216217041
converted_png/0184_03.png,675,1861,930,2169,1,4.225405216217041
converted_png/0185_02.png,155,1350,514,1657,1,3.370777130126953
converted_png/0185_05.png,156,405,1880,2624,1,3.112828731536865
converted_png/0185_07.png,1673,1817,1995,2456,1,3.391485452651977
converted_png/0186_00.png,1854,597,3327,3178,1,5.351302623748779
converted_png/0186_01.png,2027,522,3327,3125,1,3.1283488273620605
converted_png/0187_01.png,514,377,1507,1881,1,4.128917217254639
converted_png/0187_01.png,1252,1586,1995,2034,1,4.128917217254639
converted_png/0188_03.png,114,550,1221,1874,1,3.988935947418213
converted_png/0189_02.png,277,682,2080,3136,1,4.492098808288574
converted_png/0189_02.png,346,2805,745,3082,1,4.492098808288574
converted_png/0189_03.png,1932,874,3327,3114,1,7.493955612182617
converted_png/0189_04.png,228,415,1309,1861,1,4.070746421813965
converted_png/0189_05.png,2010,469,3327,3189,1,3.306875705718994
converted_png/0189_06.png,1268,332,1995,2066,1,3.387892723083496
converted_png/0189_07.png,1211,460,1995,1964,1,6.952394485473633
converted_png/0190_00.png,239,435,1632,2085,1,5.9421563148498535
converted_png/0190_00.png,384,1503,634,1804,1,5.9421563148498535
converted_png/0190_01.png,1256,693,2582,3530,1,4.391093730926514
converted_png/0190_01.png,303,746,840,1301,1,4.391093730926514
converted_png/0190_01.png,164,2730,857,3701,1,4.391093730926514
converted_png/0190_02.png,649,364,1564,2041,1,4.937768459320068
converted_png/0190_02.png,1585,1266,1995,1964,1,4.937768459320068
converted_png/0190_03.png,2279,416,2530,746,1,3.739276647567749
converted_png/0190_03.png,1057,725,3327,3498,1,3.739276647567749
converted_png/0190_04.png,124,236,1491,1945,1,4.277679920196533
converted_png/0190_05.png,1334,650,3327,3381,1,3.9124484062194815
converted_png/0190_05.png,2106,2954,2556,3616,1,3.9124484062194815
converted_png/0190_06.png,753,390,1995,2213,1,4.325835704803467
converted_png/0190_07.png,251,394,2487,3317,1,3.8932275772094727
converted_png/0191_02.png,1689,757,3327,3456,1,3.440248727798462
converted_png/0193_00.png,1594,736,3327,3168,1,5.065189838409424
converted_png/0193_01.png,1975,373,3327,3018,1,3.5836336612701416
converted_png/0194_01.png,847,550,1995,2073,1,7.700630664825439
converted_png/0194_02.png,1346,275,1995,1810,1,7.983435153961182
converted_png/0194_02.png,675,697,888,1119,1,7.983435153961182
converted_png/0194_02.png,691,1426,1216,1996,1,7.983435153961182
converted_png/0194_03.png,1612,1056,3172,3498,1,11.910551071166992
converted_png/0194_04.png,2296,416,3327,2976,1,7.948270320892334
converted_png/0194_04.png,1100,1888,2149,3296,1,7.948270320892334
converted_png/0194_05.png,119,326,1512,2021,1,3.207894802093506
converted_png/0194_06.png,225,480,2522,3349,1,3.149902820587158
converted_png/0194_07.png,166,172,644,684,1,4.256919860839844
converted_png/0194_07.png,873,774,1772,2252,1,4.256919860839844
converted_png/0194_07.png,680,1836,972,2169,1,4.256919860839844
converted_png/0195_01.png,722,153,1658,2047,1,5.16224479675293
converted_png/0195_01.png,1678,601,1995,1286,1,5.16224479675293
converted_png/0195_01.png,1814,1644,1995,1989,1,5.16224479675293
converted_png/0195_03.png,831,313,1995,1868,1,3.226645946502685
converted_png/0195_03.png,1860,1721,1995,2041,1,3.226645946502685
converted_png/0195_04.png,1152,181,2955,3456,1,3.831693649291992
converted_png/0195_04.png,2868,1397,3327,1952,1,3.831693649291992
converted_png/0196_00.png,1897,437,3327,2944,1,3.073464155197144
converted_png/0196_01.png,1107,313,1995,1964,1,3.003381490707397
converted_png/0196_03.png,1070,243,1995,1868,1,3.369012355804444
converted_png/0197_00.png,977,371,1995,1663,1,4.950341701507568
converted_png/0197_00.png,1642,1241,1995,1753,1,4.950341701507568
converted_png/0197_05.png,1828,426,3327,2890,1,5.160516262054443
converted_png/0197_05.png,1430,1077,1620,1312,1,5.160516262054443
converted_png/0198_00.png,1083,480,2860,3114,1,4.288521766662598
converted_png/0198_00.png,2643,1952,3327,3104,1,4.288521766662598
converted_png/0198_01.png,426,582,1133,1772,1,7.101080894470215
converted_png/0198_04.png,124,441,1013,1874,1,4.082553386688232
converted_png/0198_06.png,665,396,1730,1516,1,4.537749767303467
converted_png/0198_06.png,1574,1081,1995,1836,1,4.537749767303467
converted_png/0198_06.png,1003,1503,1497,1861,1,4.537749767303467
converted_png/0199_00.png,951,358,1995,1989,1,4.343167781829834
